county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Atascosa,Pct. 07,U.S. Senate,,REP,Ted Cruz,673,17,472,183,1
Atascosa,Pct. 07,U.S. Senate,,DEM,Colin Allred,351,11,213,126,1
Atascosa,Pct. 07,U.S. Senate,,LIB,Ted Brown,26,1,12,13,0
Atascosa,Pct. 07,U.S. Senate,,,Write-ins,1,0,1,0,0
Atascosa,Pct. 07,U.S. House,28,REP,Jay Furman,649,19,448,181,1
Atascosa,Pct. 07,U.S. House,28,DEM,Henry Cuellar,377,11,236,129,1
Atascosa,Pct. 07,Railroad Commissioner,,REP,Christi Craddick,678,21,482,175,0
Atascosa,Pct. 07,Railroad Commissioner,,DEM,Katherine Culbert,258,6,158,93,1
Atascosa,Pct. 07,Railroad Commissioner,,LIB,Hawk Dunlap,23,0,11,11,1
Atascosa,Pct. 07,Railroad Commissioner,,GRN,Eddie Espinoza,46,0,24,22,0
Atascosa,Pct. 07,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 07,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,721,20,495,205,1
Atascosa,Pct. 07,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,279,6,180,92,1
Atascosa,Pct. 07,"Justice, Supreme Court",PI 4,REP,John Devine,714,19,492,202,1
Atascosa,Pct. 07,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,285,9,177,98,1
Atascosa,Pct. 07,"Justice, Supreme Court",PI 6,REP,Jane Bland,684,20,478,185,1
Atascosa,Pct. 07,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,292,7,181,103,1
Atascosa,Pct. 07,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,29,0,15,14,0
Atascosa,Pct. 07,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,702,20,488,193,1
Atascosa,Pct. 07,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,295,7,182,105,1
Atascosa,Pct. 07,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,699,18,487,193,1
Atascosa,Pct. 07,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,292,7,182,102,1
Atascosa,Pct. 07,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,706,20,486,199,1
Atascosa,Pct. 07,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,281,7,180,93,1
Atascosa,Pct. 07,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,684,19,476,188,1
Atascosa,Pct. 07,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,304,7,188,108,1
Atascosa,Pct. 07,State Representative,80,REP,Don McLaughlin Jr.,695,18,484,192,1
Atascosa,Pct. 07,State Representative,80,DEM,Cecilia Castellano,316,8,195,112,1
Atascosa,Pct. 07,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,556,12,349,193,2
Atascosa,Pct. 07,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,674,19,477,177,1
Atascosa,Pct. 07,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,320,9,195,115,1
Atascosa,Pct. 07,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,676,19,478,178,1
Atascosa,Pct. 07,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,322,9,198,114,1
Atascosa,Pct. 07,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,669,20,471,177,1
Atascosa,Pct. 07,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,330,7,201,121,1
Atascosa,Pct. 07,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,819,21,549,247,2
Atascosa,Pct. 07,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,813,22,544,245,2
Atascosa,Pct. 07,County Attorney,,REP,Molly Groesbeck Solis,828,24,554,248,2
Atascosa,Pct. 07,Sheriff,,REP,Jake Guerra,845,24,556,263,2
Atascosa,Pct. 07,County Tax Assessor-Collector,,REP,Loretta Holley,841,24,562,253,2
Atascosa,Pct. 07,County Commissioner,Pct 1,REP,Mark Gillespie,858,24,571,261,2
Atascosa,Pct. 07,Constable,Pct 1,REP,Mark Medina,840,21,553,264,2
Atascosa,Pct. 08,Ballots Cast,,,,413,7,315,91,0
Atascosa,Pct. 08,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 08,President,,REP,Donald J. Trump,309,5,234,70,0
Atascosa,Pct. 08,President,,DEM,Kamala D. Harris,97,1,75,21,0
Atascosa,Pct. 08,President,,LIB,Chase Oliver,0,0,0,0,0
Atascosa,Pct. 08,President,,GRN,Jill Stein,2,0,2,0,0
Atascosa,Pct. 08,President,,,Write-ins,1,0,1,0,0
Atascosa,Pct. 08,U.S. Senate,,REP,Ted Cruz,278,4,214,60,0
Atascosa,Pct. 08,U.S. Senate,,DEM,Colin Allred,114,3,88,23,0
Atascosa,Pct. 08,U.S. Senate,,LIB,Ted Brown,10,0,5,5,0
Atascosa,Pct. 08,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 08,U.S. House,28,REP,Jay Furman,267,4,207,56,0
Atascosa,Pct. 08,U.S. House,28,DEM,Henry Cuellar,128,3,93,32,0
Atascosa,Pct. 08,Railroad Commissioner,,REP,Christi Craddick,277,5,213,59,0
Atascosa,Pct. 08,Railroad Commissioner,,DEM,Katherine Culbert,88,2,71,15,0
Atascosa,Pct. 08,Railroad Commissioner,,LIB,Hawk Dunlap,11,0,7,4,0
Atascosa,Pct. 08,Railroad Commissioner,,GRN,Eddie Espinoza,14,0,7,7,0
Atascosa,Pct. 08,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 08,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,297,5,225,67,0
Atascosa,Pct. 08,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,89,2,69,18,0
Atascosa,Pct. 08,"Justice, Supreme Court",PI 4,REP,John Devine,284,6,216,62,0
Atascosa,Pct. 08,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,105,1,81,23,0
Atascosa,Pct. 08,"Justice, Supreme Court",PI 6,REP,Jane Bland,278,5,211,62,0
Atascosa,Pct. 08,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,104,1,83,20,0
Atascosa,Pct. 08,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,9,0,6,3,0
Atascosa,Pct. 08,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,287,5,218,64,0
Atascosa,Pct. 08,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,102,1,81,20,0
Atascosa,Pct. 08,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,286,7,216,63,0
Atascosa,Pct. 08,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,100,0,79,21,0
Atascosa,Pct. 08,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,293,5,225,63,0
Atascosa,Pct. 08,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,94,2,72,20,0
Atascosa,Pct. 08,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,283,6,212,65,0
Atascosa,Pct. 08,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,102,1,82,19,0
Atascosa,Pct. 08,State Representative,80,REP,Don McLaughlin Jr.,282,5,216,61,0
Atascosa,Pct. 08,State Representative,80,DEM,Cecilia Castellano,110,1,83,26,0
Atascosa,Pct. 08,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,196,2,150,44,0
Atascosa,Pct. 08,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,281,7,213,61,0
Atascosa,Pct. 08,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,107,0,85,22,0
Atascosa,Pct. 08,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,287,5,217,65,0
Atascosa,Pct. 08,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,101,1,81,19,0
Atascosa,Pct. 08,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,280,5,217,58,0
Atascosa,Pct. 08,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,106,1,79,26,0
Atascosa,Pct. 08,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,324,6,248,70,0
Atascosa,Pct. 08,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,325,7,247,71,0
Atascosa,Pct. 08,County Attorney,,REP,Molly Groesbeck Solis,330,7,251,72,0
Atascosa,Pct. 08,Sheriff,,REP,Jake Guerra,326,7,244,75,0
Atascosa,Pct. 08,County Tax Assessor-Collector,,REP,Loretta Holley,331,7,252,72,0
Atascosa,Pct. 08,County Commissioner,Pct 3,REP,"George ""Butch"" Pawelek",265,6,202,57,0
Atascosa,Pct. 08,County Commissioner,Pct 3,DEM,Eliseo Perez,126,1,98,27,0
Atascosa,Pct. 08,Constable,Pct 3,REP,Cregg M. Thompson,328,6,250,72,0
Atascosa,Pct. 09,Ballots Cast,,,,1415,37,1016,360,2
Atascosa,Pct. 09,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 09,President,,REP,Donald J. Trump,899,14,658,227,0
Atascosa,Pct. 09,President,,DEM,Kamala D. Harris,494,23,342,127,2
Atascosa,Pct. 09,President,,LIB,Chase Oliver,10,0,8,2,0
Atascosa,Pct. 09,President,,GRN,Jill Stein,6,0,4,2,0
Atascosa,Pct. 09,President,,,Write-ins,2,0,2,0,0
Atascosa,Pct. 09,U.S. Senate,,REP,Ted Cruz,802,14,593,195,0
Atascosa,Pct. 09,U.S. Senate,,DEM,Colin Allred,543,23,378,140,2
Atascosa,Pct. 09,U.S. Senate,,LIB,Ted Brown,36,0,25,11,0
Atascosa,Pct. 09,U.S. Senate,,,Write-ins,1,0,0,1,0
Atascosa,Pct. 09,U.S. House,28,REP,Jay Furman,819,11,609,199,0
Atascosa,Pct. 09,U.S. House,28,DEM,Henry Cuellar,527,25,361,139,2
Atascosa,Pct. 09,Railroad Commissioner,,REP,Christi Craddick,818,14,610,194,0
Atascosa,Pct. 09,Railroad Commissioner,,DEM,Katherine Culbert,447,22,311,112,2
Atascosa,Pct. 09,Railroad Commissioner,,LIB,Hawk Dunlap,43,0,30,13,0
Atascosa,Pct. 09,Railroad Commissioner,,GRN,Eddie Espinoza,36,0,20,16,0
Atascosa,Pct. 09,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 09,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,863,14,635,214,0
Atascosa,Pct. 09,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,474,22,330,120,2
Atascosa,Pct. 09,"Justice, Supreme Court",PI 4,REP,John Devine,862,14,637,211,0
Atascosa,Pct. 09,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,479,21,336,120,2
Atascosa,Pct. 09,"Justice, Supreme Court",PI 6,REP,Jane Bland,821,14,609,198,0
Atascosa,Pct. 09,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,466,22,329,113,2
Atascosa,Pct. 09,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,40,0,23,17,0
Atascosa,Pct. 09,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,853,15,629,209,0
Atascosa,Pct. 09,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,474,21,332,119,2
Atascosa,Pct. 09,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,852,13,624,215,0
Atascosa,Pct. 09,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,467,21,333,111,2
Atascosa,Pct. 09,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,864,14,641,209,0
Atascosa,Pct. 09,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,457,21,316,118,2
Atascosa,Pct. 09,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,846,16,623,207,0
Atascosa,Pct. 09,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,475,20,335,119,1
Atascosa,Pct. 09,State Representative,80,REP,Don McLaughlin Jr.,843,15,624,204,0
Atascosa,Pct. 09,State Representative,80,DEM,Cecilia Castellano,493,21,346,124,2
Atascosa,Pct. 09,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,755,23,523,207,2
Atascosa,Pct. 09,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,828,13,615,200,0
Atascosa,Pct. 09,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,491,22,343,124,2
Atascosa,Pct. 09,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,838,14,623,201,0
Atascosa,Pct. 09,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,483,21,337,123,2
Atascosa,Pct. 09,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,820,16,609,195,0
Atascosa,Pct. 09,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,506,19,353,132,2
Atascosa,Pct. 09,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,1052,19,761,272,0
Atascosa,Pct. 09,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,1010,18,737,255,0
Atascosa,Pct. 09,County Attorney,,REP,Molly Groesbeck Solis,1059,20,769,270,0
Atascosa,Pct. 09,Sheriff,,REP,Jake Guerra,1050,21,763,266,0
Atascosa,Pct. 09,County Tax Assessor-Collector,,REP,Loretta Holley,1054,23,770,261,0
Atascosa,Pct. 09,Constable,Pct 2,REP,Johnny Salazar,1054,24,758,272,0
Atascosa,Pct. 09,Board Member Somerset ISD,,,Robert Sanchez,260,7,180,73,0
Atascosa,Pct. 09,Board Member Somerset ISD,,,Justin Hagedorn,87,3,64,20,0
Atascosa,Pct. 10,Ballots Cast,,,,490,6,319,165,0
Atascosa,Pct. 10,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 10,President,,REP,Donald J. Trump,338,4,221,113,0
Atascosa,Pct. 10,President,,DEM,Kamala D. Harris,148,2,95,51,0
Atascosa,Pct. 10,President,,LIB,Chase Oliver,0,0,0,0,0
Atascosa,Pct. 10,President,,GRN,Jill Stein,2,0,2,0,0
Atascosa,Pct. 10,President,,,Write-ins,1,0,0,1,0
Atascosa,Pct. 10,U.S. Senate,,REP,Ted Cruz,307,3,210,94,0
Atascosa,Pct. 10,U.S. Senate,,DEM,Colin Allred,165,3,102,60,0
Atascosa,Pct. 10,U.S. Senate,,LIB,Ted Brown,10,0,5,5,0
Atascosa,Pct. 10,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 10,U.S. House,28,REP,Jay Furman,302,3,205,94,0
Atascosa,Pct. 10,U.S. House,28,DEM,Henry Cuellar,168,3,105,60,0
Atascosa,Pct. 10,Railroad Commissioner,,REP,Christi Craddick,312,3,217,92,0
Atascosa,Pct. 10,Railroad Commissioner,,DEM,Katherine Culbert,132,1,82,49,0
Atascosa,Pct. 10,Railroad Commissioner,,LIB,Hawk Dunlap,11,0,6,5,0
Atascosa,Pct. 10,Railroad Commissioner,,GRN,Eddie Espinoza,15,1,8,6,0
Atascosa,Pct. 10,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 10,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,332,3,224,105,0
Atascosa,Pct. 10,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,135,1,87,47,0
Atascosa,Pct. 10,"Justice, Supreme Court",PI 4,REP,John Devine,320,3,222,95,0
Atascosa,Pct. 10,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,143,2,85,56,0
Atascosa,Pct. 10,"Justice, Supreme Court",PI 6,REP,Jane Bland,313,3,217,93,0
Atascosa,Pct. 10,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,139,1,85,53,0
Atascosa,Pct. 10,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,13,0,7,6,0
Atascosa,Pct. 10,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,319,3,222,94,0
Atascosa,Pct. 10,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,144,1,86,57,0
Atascosa,Pct. 10,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,323,2,221,100,0
Atascosa,Pct. 10,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,136,1,87,48,0
Atascosa,Pct. 10,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,332,3,225,104,0
Atascosa,Pct. 10,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,131,1,82,48,0
Atascosa,Pct. 10,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,316,3,217,96,0
Atascosa,Pct. 10,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,147,1,91,55,0
Atascosa,Pct. 10,State Representative,80,REP,Don McLaughlin Jr.,321,3,222,96,0
Atascosa,Pct. 10,State Representative,80,DEM,Cecilia Castellano,150,2,90,58,0
Atascosa,Pct. 10,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,250,0,151,99,0
Atascosa,Pct. 10,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,313,3,217,93,0
Atascosa,Pct. 10,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,151,0,92,59,0
Atascosa,Pct. 10,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,316,3,215,98,0
Atascosa,Pct. 10,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,145,0,93,52,0
Atascosa,Pct. 10,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,308,3,217,88,0
Atascosa,Pct. 10,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,154,1,90,63,0
Atascosa,Pct. 10,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,382,3,256,123,0
Atascosa,Pct. 10,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,373,3,250,120,0
Atascosa,Pct. 10,County Attorney,,REP,Molly Groesbeck Solis,388,3,259,126,0
Atascosa,Pct. 10,Sheriff,,REP,Jake Guerra,400,4,264,132,0
Atascosa,Pct. 10,County Tax Assessor-Collector,,REP,Loretta Holley,393,3,263,127,0
Atascosa,Pct. 10,County Commissioner,Pct 3,REP,"George ""Butch"" Pawelek",306,3,211,92,0
Atascosa,Pct. 10,County Commissioner,Pct 3,DEM,Eliseo Perez,166,2,100,64,0
Atascosa,Pct. 10,Constable,Pct 3,REP,Cregg M. Thompson,387,4,258,125,0
Atascosa,Pct. 11,Ballots Cast,,,,1101,13,669,417,2
Atascosa,Pct. 11,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 11,President,,REP,Donald J. Trump,825,4,521,298,2
Atascosa,Pct. 11,President,,DEM,Kamala D. Harris,258,8,141,109,0
Atascosa,Pct. 11,President,,LIB,Chase Oliver,3,0,0,3,0
Atascosa,Pct. 11,President,,GRN,Jill Stein,6,0,3,3,0
Atascosa,Pct. 11,President,,,Write-ins,2,0,1,1,0
Atascosa,Pct. 11,U.S. Senate,,REP,Ted Cruz,752,5,485,261,1
Atascosa,Pct. 11,U.S. Senate,,DEM,Colin Allred,298,6,162,130,0
Atascosa,Pct. 11,U.S. Senate,,LIB,Ted Brown,23,0,8,15,0
Atascosa,Pct. 11,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 11,U.S. House,28,REP,Jay Furman,688,4,460,222,2
Atascosa,Pct. 11,U.S. House,28,DEM,Henry Cuellar,370,9,186,175,0
Atascosa,Pct. 11,Railroad Commissioner,,REP,Christi Craddick,710,5,470,234,1
Atascosa,Pct. 11,Railroad Commissioner,,DEM,Katherine Culbert,240,6,126,108,0
Atascosa,Pct. 11,Railroad Commissioner,,LIB,Hawk Dunlap,28,0,17,11,0
Atascosa,Pct. 11,Railroad Commissioner,,GRN,Eddie Espinoza,43,0,21,22,0
Atascosa,Pct. 11,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 11,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,768,5,497,265,1
Atascosa,Pct. 11,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,252,7,136,109,0
Atascosa,Pct. 11,"Justice, Supreme Court",PI 4,REP,John Devine,737,5,483,248,1
Atascosa,Pct. 11,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,283,7,151,125,0
Atascosa,Pct. 11,"Justice, Supreme Court",PI 6,REP,Jane Bland,720,5,476,238,1
Atascosa,Pct. 11,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,259,6,130,123,0
Atascosa,Pct. 11,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,25,1,16,8,0
Atascosa,Pct. 11,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,729,4,481,243,1
Atascosa,Pct. 11,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,274,8,141,125,0
Atascosa,Pct. 11,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,733,4,486,242,1
Atascosa,Pct. 11,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,266,8,137,121,0
Atascosa,Pct. 11,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,747,5,486,255,1
Atascosa,Pct. 11,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,247,6,134,107,0
Atascosa,Pct. 11,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,737,5,484,247,1
Atascosa,Pct. 11,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,257,7,133,117,0
Atascosa,Pct. 11,State Representative,80,REP,Don McLaughlin Jr.,741,4,491,245,1
Atascosa,Pct. 11,State Representative,80,DEM,Cecilia Castellano,280,8,139,133,0
Atascosa,Pct. 11,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,542,8,301,232,1
Atascosa,Pct. 11,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,714,4,478,231,1
Atascosa,Pct. 11,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,276,8,141,127,0
Atascosa,Pct. 11,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,717,4,476,236,1
Atascosa,Pct. 11,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,280,8,145,127,0
Atascosa,Pct. 11,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,718,4,478,235,1
Atascosa,Pct. 11,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,274,8,141,125,0
Atascosa,Pct. 11,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,846,7,544,294,1
Atascosa,Pct. 11,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,861,7,550,303,1
Atascosa,Pct. 11,County Attorney,,REP,Molly Groesbeck Solis,869,7,551,310,1
Atascosa,Pct. 11,Sheriff,,REP,Jake Guerra,867,8,545,313,1
Atascosa,Pct. 11,County Tax Assessor-Collector,,REP,Loretta Holley,896,8,559,328,1
Atascosa,Pct. 11,County Commissioner,Pct 3,REP,"George ""Butch"" Pawelek",599,4,400,194,1
Atascosa,Pct. 11,County Commissioner,Pct 3,DEM,Eliseo Perez,455,8,246,201,0
Atascosa,Pct. 11,Constable,Pct 3,REP,Cregg M. Thompson,938,8,581,348,1
Atascosa,Pct. 11,Mayor City of Charlotte,,,Stephen Porter,136,0,57,79,0
Atascosa,Pct. 11,Mayor City of Charlotte,,,James D. Roberts,326,4,148,174,0
Atascosa,Pct. 11,"Council Member, Place 2 City of Charlotte",,,Robert Romo,264,2,134,128,0
Atascosa,Pct. 11,"Council Member, Place 2 City of Charlotte",,,Juan Gonzalez,204,2,76,126,0
Atascosa,Pct. 11,"Council Member, Place 3 City of Charlotte",,,Matthew James Garcia,271,3,129,139,0
Atascosa,Pct. 11,"Council Member, Place 3 City of Charlotte",,,Amanda Luna,192,1,81,110,0
Atascosa,Pct. 12,Ballots Cast,,,,968,14,703,249,2
Atascosa,Pct. 12,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 12,President,,REP,Donald J. Trump,629,6,465,156,2
