county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Atascosa,Pct. 18,U.S. Senate,,REP,Ted Cruz,752,5,485,261,1
Atascosa,Pct. 18,U.S. Senate,,DEM,Colin Allred,298,6,162,130,0
Atascosa,Pct. 18,U.S. Senate,,LIB,Ted Brown,23,0,8,15,0
Atascosa,Pct. 18,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 18,U.S. House,28,REP,Jay Furman,688,4,460,222,2
Atascosa,Pct. 18,U.S. House,28,DEM,Henry Cuellar,370,9,186,175,0
Atascosa,Pct. 18,Railroad Commissioner,,REP,Christi Craddick,710,5,470,234,1
Atascosa,Pct. 18,Railroad Commissioner,,DEM,Katherine Culbert,240,6,126,108,0
Atascosa,Pct. 18,Railroad Commissioner,,LIB,Hawk Dunlap,28,0,17,11,0
Atascosa,Pct. 18,Railroad Commissioner,,GRN,Eddie Espinoza,43,0,21,22,0
Atascosa,Pct. 18,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 18,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,768,5,497,265,1
Atascosa,Pct. 18,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,252,7,136,109,0
Atascosa,Pct. 18,"Justice, Supreme Court",PI 4,REP,John Devine,737,5,483,248,1
Atascosa,Pct. 18,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,283,7,151,125,0
Atascosa,Pct. 18,"Justice, Supreme Court",PI 6,REP,Jane Bland,720,5,476,238,1
Atascosa,Pct. 18,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,259,6,130,123,0
Atascosa,Pct. 18,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,25,1,16,8,0
Atascosa,Pct. 18,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,729,4,481,243,1
Atascosa,Pct. 18,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,274,8,141,125,0
Atascosa,Pct. 18,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,733,4,486,242,1
Atascosa,Pct. 18,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,266,8,137,121,0
Atascosa,Pct. 18,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,747,5,486,255,1
Atascosa,Pct. 18,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,247,6,134,107,0
Atascosa,Pct. 18,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,737,5,484,247,1
Atascosa,Pct. 18,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,257,7,133,117,0
Atascosa,Pct. 18,State Representative,80,REP,Don McLaughlin Jr.,741,4,491,245,1
Atascosa,Pct. 18,State Representative,80,DEM,Cecilia Castellano,280,8,139,133,0
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,542,8,301,232,1
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,714,4,478,231,1
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,276,8,141,127,0
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,717,4,476,236,1
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,280,8,145,127,0
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,718,4,478,235,1
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,274,8,141,125,0
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,846,7,544,294,1
Atascosa,Pct. 18,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,861,7,550,303,1
Atascosa,Pct. 18,County Attorney,,REP,Molly Groesbeck Solis,869,7,551,310,1
Atascosa,Pct. 18,Sheriff,,REP,Jake Guerra,867,8,545,313,1
Atascosa,Pct. 18,County Tax Assessor-Collector,,REP,Loretta Holley,896,8,559,328,1
Atascosa,Pct. 18,County Commissioner,Pct 3,REP,"George ""Butch"" Pawelek",599,4,400,194,1
Atascosa,Pct. 18,County Commissioner,Pct 3,DEM,Eliseo Perez,455,8,246,201,0
Atascosa,Pct. 18,Constable,Pct 3,REP,Cregg M. Thompson,938,8,581,348,1
Atascosa,Pct. 18,Mayor City of Charlotte,,,Stephen Porter,136,0,57,79,0
Atascosa,Pct. 18,Mayor City of Charlotte,,,James D. Roberts,326,4,148,174,0
Atascosa,Pct. 18,"Council Member, Place 2 City of Charlotte",,,Robert Romo,264,2,134,128,0
Atascosa,Pct. 18,"Council Member, Place 2 City of Charlotte",,,Juan Gonzalez,204,2,76,126,0
Atascosa,Pct. 18,"Council Member, Place 3 City of Charlotte",,,Matthew James Garcia,271,3,129,139,0
Atascosa,Pct. 18,"Council Member, Place 3 City of Charlotte",,,Amanda Luna,192,1,81,110,0
Atascosa,Pct. 19,Ballots Cast,,,,303,9,216,78,0
Atascosa,Pct. 19,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 19,President,,REP,Donald J. Trump,236,4,169,63,0
Atascosa,Pct. 19,President,,DEM,Kamala D. Harris,61,5,45,11,0
Atascosa,Pct. 19,President,,LIB,Chase Oliver,2,0,2,0,0
Atascosa,Pct. 19,President,,GRN,Jill Stein,1,0,0,1,0
Atascosa,Pct. 19,President,,,Write-ins,2,0,0,2,0
Atascosa,Pct. 19,U.S. Senate,,REP,Ted Cruz,212,3,155,54,0
Atascosa,Pct. 19,U.S. Senate,,DEM,Colin Allred,74,6,52,16,0
Atascosa,Pct. 19,U.S. Senate,,LIB,Ted Brown,11,0,4,7,0
Atascosa,Pct. 19,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 19,U.S. House,28,REP,Jay Furman,207,3,144,60,0
Atascosa,Pct. 19,U.S. House,28,DEM,Henry Cuellar,85,6,61,18,0
Atascosa,Pct. 19,Railroad Commissioner,,REP,Christi Craddick,208,4,148,56,0
Atascosa,Pct. 19,Railroad Commissioner,,DEM,Katherine Culbert,62,5,45,12,0
Atascosa,Pct. 19,Railroad Commissioner,,LIB,Hawk Dunlap,13,0,8,5,0
Atascosa,Pct. 19,Railroad Commissioner,,GRN,Eddie Espinoza,6,0,4,2,0
Atascosa,Pct. 19,Railroad Commissioner,,,Write-ins,1,0,0,1,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,226,4,158,64,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,61,5,44,12,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 4,REP,John Devine,222,3,155,64,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,65,6,46,13,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 6,REP,Jane Bland,215,3,153,59,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,67,6,48,13,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,7,0,2,5,0
Atascosa,Pct. 19,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,216,3,157,56,0
Atascosa,Pct. 19,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,70,6,45,19,0
Atascosa,Pct. 19,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,226,3,160,63,0
Atascosa,Pct. 19,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,60,6,41,13,0
Atascosa,Pct. 19,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,219,3,153,63,0
Atascosa,Pct. 19,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,64,6,46,12,0
Atascosa,Pct. 19,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,223,3,159,61,0
Atascosa,Pct. 19,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,65,6,44,15,0
Atascosa,Pct. 19,State Representative,80,REP,Don McLaughlin Jr.,225,3,160,62,0
Atascosa,Pct. 19,State Representative,80,DEM,Cecilia Castellano,63,6,43,14,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,165,7,113,45,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,217,3,155,59,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,67,6,44,17,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,221,4,156,61,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,63,5,42,16,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,213,3,150,60,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,67,6,47,14,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,244,5,170,69,0
Atascosa,Pct. 19,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,247,6,173,68,0
Atascosa,Pct. 19,County Attorney,,REP,Molly Groesbeck Solis,251,6,176,69,0
Atascosa,Pct. 19,Sheriff,,REP,Jake Guerra,247,6,173,68,0
Atascosa,Pct. 19,County Tax Assessor-Collector,,REP,Loretta Holley,247,6,172,69,0
Atascosa,Pct. 19,Constable,Pct 4,REP,"John ""Andy"" Rutherford",241,6,167,68,0
Atascosa,Pct. 19,Mayor City of Jourdanton,,,"Robert ""Doc"" Williams",156,4,113,39,0
Atascosa,Pct. 19,Mayor City of Jourdanton,,,"""Patsy"" Patricia J. Elizabeth Tymrak-Daughtrey",121,4,79,38,0
Atascosa,Pct. 20,Ballots Cast,,,,2764,73,2210,481,0
Atascosa,Pct. 20,Ballots Cast Blank,,,,1,1,0,0,0
Atascosa,Pct. 20,President,,REP,Donald J. Trump,2146,33,1736,377,0
Atascosa,Pct. 20,President,,DEM,Kamala D. Harris,590,37,453,100,0
Atascosa,Pct. 20,President,,LIB,Chase Oliver,8,0,8,0,0
Atascosa,Pct. 20,President,,GRN,Jill Stein,7,0,5,2,0
Atascosa,Pct. 20,President,,,Write-ins,3,0,3,0,0
Atascosa,Pct. 20,U.S. Senate,,REP,Ted Cruz,2029,32,1652,345,0
Atascosa,Pct. 20,U.S. Senate,,DEM,Colin Allred,658,39,501,118,0
Atascosa,Pct. 20,U.S. Senate,,LIB,Ted Brown,45,0,34,11,0
Atascosa,Pct. 20,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 20,U.S. House,28,REP,Jay Furman,1961,32,1585,344,0
Atascosa,Pct. 20,U.S. House,28,DEM,Henry Cuellar,723,39,561,123,0
Atascosa,Pct. 20,Railroad Commissioner,,REP,Christi Craddick,2056,34,1678,344,0
Atascosa,Pct. 20,Railroad Commissioner,,DEM,Katherine Culbert,506,31,386,89,0
Atascosa,Pct. 20,Railroad Commissioner,,LIB,Hawk Dunlap,62,1,45,16,0
Atascosa,Pct. 20,Railroad Commissioner,,GRN,Eddie Espinoza,36,1,26,9,0
Atascosa,Pct. 20,Railroad Commissioner,,,Write-ins,3,0,2,1,0
Atascosa,Pct. 20,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,2147,37,1739,371,0
Atascosa,Pct. 20,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,515,31,399,85,0
Atascosa,Pct. 20,"Justice, Supreme Court",PI 4,REP,John Devine,2104,35,1701,368,0
Atascosa,Pct. 20,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,553,34,428,91,0
Atascosa,Pct. 20,"Justice, Supreme Court",PI 6,REP,Jane Bland,2056,34,1674,348,0
Atascosa,Pct. 20,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,536,31,418,87,0
Atascosa,Pct. 20,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,62,0,43,19,0
Atascosa,Pct. 20,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,2100,34,1707,359,0
Atascosa,Pct. 20,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,544,31,422,91,0
Atascosa,Pct. 20,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,2120,36,1716,368,0
Atascosa,Pct. 20,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,522,30,409,83,0
Atascosa,Pct. 20,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,2133,38,1727,368,0
Atascosa,Pct. 20,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,510,27,403,80,0
Atascosa,Pct. 20,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,2109,34,1712,363,0
Atascosa,Pct. 20,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,535,31,414,90,0
Atascosa,Pct. 20,State Representative,80,REP,Don McLaughlin Jr.,2093,36,1699,358,0
Atascosa,Pct. 20,State Representative,80,DEM,Cecilia Castellano,583,31,450,102,0
Atascosa,Pct. 20,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,1278,42,969,267,0
Atascosa,Pct. 20,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,2086,34,1699,353,0
Atascosa,Pct. 20,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,563,32,429,102,0
Atascosa,Pct. 20,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,2093,35,1698,360,0
Atascosa,Pct. 20,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,551,32,428,91,0
Atascosa,Pct. 20,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,2089,36,1697,356,0
Atascosa,Pct. 20,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,546,29,421,96,0
Atascosa,Pct. 20,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,2320,48,1858,414,0
Atascosa,Pct. 20,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,2332,52,1865,415,0
Atascosa,Pct. 20,County Attorney,,REP,Molly Groesbeck Solis,2355,52,1880,423,0
Atascosa,Pct. 20,Sheriff,,REP,Jake Guerra,2333,49,1864,420,0
Atascosa,Pct. 20,County Tax Assessor-Collector,,REP,Loretta Holley,2391,54,1908,429,0
Atascosa,Pct. 20,Constable,Pct 4,REP,"John ""Andy"" Rutherford",2285,51,1824,410,0
Atascosa,Pct. 21,Ballots Cast,,,,754,20,562,172,0
Atascosa,Pct. 21,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 21,President,,REP,Donald J. Trump,615,10,472,133,0
Atascosa,Pct. 21,President,,DEM,Kamala D. Harris,124,7,79,38,0
Atascosa,Pct. 21,President,,LIB,Chase Oliver,6,1,4,1,0
Atascosa,Pct. 21,President,,GRN,Jill Stein,1,0,1,0,0
Atascosa,Pct. 21,President,,,Write-ins,2,0,2,0,0
Atascosa,Pct. 21,U.S. Senate,,REP,Ted Cruz,571,11,441,119,0
Atascosa,Pct. 21,U.S. Senate,,DEM,Colin Allred,148,8,98,42,0
Atascosa,Pct. 21,U.S. Senate,,LIB,Ted Brown,14,1,8,5,0
Atascosa,Pct. 21,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 21,U.S. House,28,REP,Jay Furman,536,13,407,116,0
Atascosa,Pct. 21,U.S. House,28,DEM,Henry Cuellar,186,7,134,45,0
Atascosa,Pct. 21,Railroad Commissioner,,REP,Christi Craddick,570,14,443,113,0
Atascosa,Pct. 21,Railroad Commissioner,,DEM,Katherine Culbert,111,3,75,33,0
Atascosa,Pct. 21,Railroad Commissioner,,LIB,Hawk Dunlap,17,0,10,7,0
Atascosa,Pct. 21,Railroad Commissioner,,GRN,Eddie Espinoza,17,1,9,7,0
Atascosa,Pct. 21,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 21,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,602,14,461,127,0
Atascosa,Pct. 21,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,111,4,77,30,0
Atascosa,Pct. 21,"Justice, Supreme Court",PI 4,REP,John Devine,588,13,454,121,0
Atascosa,Pct. 21,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,119,5,80,34,0
Atascosa,Pct. 21,"Justice, Supreme Court",PI 6,REP,Jane Bland,569,13,440,116,0
Atascosa,Pct. 21,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,121,5,80,36,0
Atascosa,Pct. 21,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,17,0,13,4,0
Atascosa,Pct. 21,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,573,12,443,118,0
Atascosa,Pct. 21,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,132,5,88,39,0
Atascosa,Pct. 21,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,572,12,444,116,0
Atascosa,Pct. 21,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,128,5,85,38,0
Atascosa,Pct. 21,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,587,12,454,121,0
Atascosa,Pct. 21,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,112,5,75,32,0
Atascosa,Pct. 21,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,580,14,449,117,0
Atascosa,Pct. 21,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,117,4,76,37,0
Atascosa,Pct. 21,State Representative,80,REP,Don McLaughlin Jr.,580,13,452,115,0
Atascosa,Pct. 21,State Representative,80,DEM,Cecilia Castellano,126,6,78,42,0
Atascosa,Pct. 21,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,329,7,229,93,0
Atascosa,Pct. 21,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,566,12,440,114,0
Atascosa,Pct. 21,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,129,5,85,39,0
Atascosa,Pct. 21,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,567,12,443,112,0
Atascosa,Pct. 21,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,128,5,81,42,0
Atascosa,Pct. 21,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,572,12,446,114,0
Atascosa,Pct. 21,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,123,5,79,39,0
Atascosa,Pct. 21,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,624,14,478,132,0
Atascosa,Pct. 21,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,626,15,473,138,0
Atascosa,Pct. 21,County Attorney,,REP,Molly Groesbeck Solis,630,14,479,137,0
Atascosa,Pct. 21,Sheriff,,REP,Jake Guerra,628,15,474,139,0
Atascosa,Pct. 21,County Tax Assessor-Collector,,REP,Loretta Holley,650,17,491,142,0
Atascosa,Pct. 21,Constable,Pct 4,REP,"John ""Andy"" Rutherford",615,17,467,131,0
Atascosa,Pct. 21,Mayor City of Christine,,,Steven Martinez,74,1,65,8,0
Atascosa,Pct. 21,Mayor City of Christine,,,Mary Alice Monse,9,0,5,4,0
Atascosa,Pct. 21,Mayor City of Christine,,,Jerry Flores,82,1,63,18,0
Atascosa,Pct. 21,Alderman City of Christine,Place 2,,Sylvia Bautista,87,1,65,21,0
Atascosa,Pct. 21,Alderman City of Christine,Place 2,,Elizabeth Guerra,42,0,35,7,0
Atascosa,Pct. 21,Alderman City of Christine,Place 2,,Wesley Stevens,70,2,54,14,0
Atascosa,Pct. 21,Alderman City of Christine,Place 2,,Paul Parsons,46,1,44,1,0
Atascosa,Pct. 22,Ballots Cast,,,,539,4,351,184,0
Atascosa,Pct. 22,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 22,President,,REP,Donald J. Trump,437,2,291,144,0
Atascosa,Pct. 22,President,,DEM,Kamala D. Harris,99,2,57,40,0
Atascosa,Pct. 22,President,,LIB,Chase Oliver,1,0,1,0,0
Atascosa,Pct. 22,President,,GRN,Jill Stein,1,0,1,0,0
Atascosa,Pct. 22,President,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 22,U.S. Senate,,REP,Ted Cruz,415,2,282,131,0
Atascosa,Pct. 22,U.S. Senate,,DEM,Colin Allred,106,2,61,43,0
Atascosa,Pct. 22,U.S. Senate,,LIB,Ted Brown,10,0,6,4,0
Atascosa,Pct. 22,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 22,U.S. House,28,REP,Jay Furman,390,2,258,130,0
Atascosa,Pct. 22,U.S. House,28,DEM,Henry Cuellar,124,2,80,42,0
Atascosa,Pct. 22,Railroad Commissioner,,REP,Christi Craddick,406,2,278,126,0
Atascosa,Pct. 22,Railroad Commissioner,,DEM,Katherine Culbert,81,2,49,30,0
Atascosa,Pct. 22,Railroad Commissioner,,LIB,Hawk Dunlap,13,0,7,6,0
Atascosa,Pct. 22,Railroad Commissioner,,GRN,Eddie Espinoza,12,0,8,4,0
Atascosa,Pct. 22,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 22,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,424,2,289,133,0
Atascosa,Pct. 22,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,84,2,52,30,0
Atascosa,Pct. 22,"Justice, Supreme Court",PI 4,REP,John Devine,417,2,287,128,0
Atascosa,Pct. 22,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,91,2,54,35,0
Atascosa,Pct. 22,"Justice, Supreme Court",PI 6,REP,Jane Bland,416,2,284,130,0
Atascosa,Pct. 22,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,80,2,50,28,0
Atascosa,Pct. 22,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,11,0,4,7,0
Atascosa,Pct. 22,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,421,2,290,129,0
Atascosa,Pct. 22,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,86,2,49,35,0
Atascosa,Pct. 22,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,419,2,289,128,0
Atascosa,Pct. 22,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,88,2,52,34,0
Atascosa,Pct. 22,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,419,2,293,124,0
Atascosa,Pct. 22,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,85,2,48,35,0
Atascosa,Pct. 22,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,423,2,290,131,0
Atascosa,Pct. 22,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,78,2,45,31,0
Atascosa,Pct. 22,State Representative,80,REP,Don McLaughlin Jr.,418,2,285,131,0
Atascosa,Pct. 22,State Representative,80,DEM,Cecilia Castellano,94,2,52,40,0
Atascosa,Pct. 22,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,220,2,136,82,0
Atascosa,Pct. 22,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,417,2,288,127,0
Atascosa,Pct. 22,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,88,2,50,36,0
Atascosa,Pct. 22,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,417,2,288,127,0
Atascosa,Pct. 22,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,87,2,51,34,0
Atascosa,Pct. 22,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,420,2,291,127,0
Atascosa,Pct. 22,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,89,2,51,36,0
Atascosa,Pct. 22,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,462,3,312,147,0
Atascosa,Pct. 22,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,466,3,310,153,0
Atascosa,Pct. 22,County Attorney,,REP,Molly Groesbeck Solis,471,3,312,156,0
Atascosa,Pct. 22,Sheriff,,REP,Jake Guerra,454,3,304,147,0
Atascosa,Pct. 22,County Tax Assessor-Collector,,REP,Loretta Holley,469,3,310,156,0
Atascosa,Pct. 22,County Commissioner,Pct 1,REP,Mark Gillespie,486,3,323,160,0
Atascosa,Pct. 22,Constable,Pct 1,REP,Mark Medina,464,3,306,155,0