county,precinct,office,district,party,candidate,votes,ballot_by_mail,early_voting,election_day
Rockwall,3C,PROPOSITION B Rockwall ISD,,,AGAINST,1607,42,1394,171
Rockwall,3D,PROPOSITION B Rockwall ISD,,,AGAINST,2520,63,2085,372
Rockwall,3E,PROPOSITION B Rockwall ISD,,,AGAINST,1420,22,1258,140
Rockwall,4,PROPOSITION B Rockwall ISD,,,AGAINST,601,14,510,77
Rockwall,4A,PROPOSITION B Rockwall ISD,,,AGAINST,544,14,454,76
Rockwall,4D,PROPOSITION B Rockwall ISD,,,AGAINST,675,14,559,102
Rockwall,4E,PROPOSITION B Rockwall ISD,,,AGAINST,377,9,304,64
Rockwall,4F,PROPOSITION B Rockwall ISD,,,AGAINST,39,1,28,10
Rockwall,1,PROPOSITION B Rockwall ISD,,,FOR,1636,50,1404,182
Rockwall,1A,PROPOSITION B Rockwall ISD,,,FOR,773,33,640,100
Rockwall,1B,PROPOSITION B Rockwall ISD,,,FOR,1907,47,1625,235
Rockwall,1C,PROPOSITION B Rockwall ISD,,,FOR,1547,46,1280,221
Rockwall,1D,PROPOSITION B Rockwall ISD,,,FOR,257,3,203,51
Rockwall,1E,PROPOSITION B Rockwall ISD,,,FOR,1001,54,823,124
Rockwall,2,PROPOSITION B Rockwall ISD,,,FOR,1357,71,1153,133
Rockwall,2A,PROPOSITION B Rockwall ISD,,,FOR,1191,67,990,134
Rockwall,2B,PROPOSITION B Rockwall ISD,,,FOR,540,13,441,86
Rockwall,2C,PROPOSITION B Rockwall ISD,,,FOR,597,25,522,50
Rockwall,2D,PROPOSITION B Rockwall ISD,,,FOR,758,35,573,150
Rockwall,2E,PROPOSITION B Rockwall ISD,,,FOR,674,17,473,184
Rockwall,2F,PROPOSITION B Rockwall ISD,,,FOR,366,27,294,45
Rockwall,3,PROPOSITION B Rockwall ISD,,,FOR,785,18,641,126
Rockwall,3A,PROPOSITION B Rockwall ISD,,,FOR,470,12,392,66
Rockwall,3B,PROPOSITION B Rockwall ISD,,,FOR,1457,49,1216,192
Rockwall,3C,PROPOSITION B Rockwall ISD,,,FOR,1340,35,1204,101
Rockwall,3D,PROPOSITION B Rockwall ISD,,,FOR,1525,37,1285,203
Rockwall,3E,PROPOSITION B Rockwall ISD,,,FOR,1096,26,967,103
Rockwall,4,PROPOSITION B Rockwall ISD,,,FOR,420,9,361,50
Rockwall,4A,PROPOSITION B Rockwall ISD,,,FOR,498,11,437,50
Rockwall,4D,PROPOSITION B Rockwall ISD,,,FOR,639,17,536,86
Rockwall,4E,PROPOSITION B Rockwall ISD,,,FOR,306,3,251,52
Rockwall,4F,PROPOSITION B Rockwall ISD,,,FOR,15,0,14,1
Rockwall,1,PROPOSITION C Rockwall ISD,,,AGAINST,1875,49,1548,278
Rockwall,1A,PROPOSITION C Rockwall ISD,,,AGAINST,1152,31,957,164
Rockwall,1B,PROPOSITION C Rockwall ISD,,,AGAINST,2195,41,1833,321
Rockwall,1C,PROPOSITION C Rockwall ISD,,,AGAINST,1725,52,1444,229
Rockwall,1D,PROPOSITION C Rockwall ISD,,,AGAINST,374,12,294,68
Rockwall,1E,PROPOSITION C Rockwall ISD,,,AGAINST,1327,44,1109,174
Rockwall,2,PROPOSITION C Rockwall ISD,,,AGAINST,1620,52,1370,198
Rockwall,2A,PROPOSITION C Rockwall ISD,,,AGAINST,1483,36,1253,194
Rockwall,2B,PROPOSITION C Rockwall ISD,,,AGAINST,796,32,652,112
Rockwall,2C,PROPOSITION C Rockwall ISD,,,AGAINST,706,15,617,74
Rockwall,2D,PROPOSITION C Rockwall ISD,,,AGAINST,947,23,725,199
Rockwall,2E,PROPOSITION C Rockwall ISD,,,AGAINST,956,18,727,211
Rockwall,2F,PROPOSITION C Rockwall ISD,,,AGAINST,328,9,279,40
Rockwall,3,PROPOSITION C Rockwall ISD,,,AGAINST,1078,22,880,176
Rockwall,3A,PROPOSITION C Rockwall ISD,,,AGAINST,829,19,714,96
Rockwall,3B,PROPOSITION C Rockwall ISD,,,AGAINST,1652,30,1395,227
Rockwall,3C,PROPOSITION C Rockwall ISD,,,AGAINST,1597,43,1393,161
Rockwall,3D,PROPOSITION C Rockwall ISD,,,AGAINST,2484,59,2053,372
Rockwall,3E,PROPOSITION C Rockwall ISD,,,AGAINST,1427,18,1271,138
Rockwall,4,PROPOSITION C Rockwall ISD,,,AGAINST,604,14,511,79
Rockwall,4A,PROPOSITION C Rockwall ISD,,,AGAINST,523,12,440,71
Rockwall,4D,PROPOSITION C Rockwall ISD,,,AGAINST,675,14,558,103
Rockwall,4E,PROPOSITION C Rockwall ISD,,,AGAINST,366,8,296,62
Rockwall,4F,PROPOSITION C Rockwall ISD,,,AGAINST,39,1,30,8
Rockwall,1,PROPOSITION C Rockwall ISD,,,FOR,1684,56,1435,193
Rockwall,1A,PROPOSITION C Rockwall ISD,,,FOR,803,36,662,105
Rockwall,1B,PROPOSITION C Rockwall ISD,,,FOR,1952,48,1651,253
Rockwall,1C,PROPOSITION C Rockwall ISD,,,FOR,1572,48,1290,234
Rockwall,1D,PROPOSITION C Rockwall ISD,,,FOR,258,3,207,48
Rockwall,1E,PROPOSITION C Rockwall ISD,,,FOR,1055,55,863,137
Rockwall,2,PROPOSITION C Rockwall ISD,,,FOR,1405,79,1181,145
Rockwall,2A,PROPOSITION C Rockwall ISD,,,FOR,1243,71,1024,148
Rockwall,2B,PROPOSITION C Rockwall ISD,,,FOR,553,18,451,84
Rockwall,2C,PROPOSITION C Rockwall ISD,,,FOR,603,23,529,51
Rockwall,2D,PROPOSITION C Rockwall ISD,,,FOR,771,41,569,161
Rockwall,2E,PROPOSITION C Rockwall ISD,,,FOR,700,16,492,192
Rockwall,2F,PROPOSITION C Rockwall ISD,,,FOR,363,30,291,42
Rockwall,3,PROPOSITION C Rockwall ISD,,,FOR,772,16,628,128
Rockwall,3A,PROPOSITION C Rockwall ISD,,,FOR,485,13,401,71
Rockwall,3B,PROPOSITION C Rockwall ISD,,,FOR,1501,53,1244,204
Rockwall,3C,PROPOSITION C Rockwall ISD,,,FOR,1348,35,1202,111
Rockwall,3D,PROPOSITION C Rockwall ISD,,,FOR,1559,42,1317,200
Rockwall,3E,PROPOSITION C Rockwall ISD,,,FOR,1086,29,952,105
Rockwall,4,PROPOSITION C Rockwall ISD,,,FOR,415,9,358,48
Rockwall,4A,PROPOSITION C Rockwall ISD,,,FOR,520,14,453,53
Rockwall,4D,PROPOSITION C Rockwall ISD,,,FOR,637,16,536,85
Rockwall,4E,PROPOSITION C Rockwall ISD,,,FOR,320,4,260,56
Rockwall,4F,PROPOSITION C Rockwall ISD,,,FOR,15,0,12,3
Rockwall,1,PROPOSITION D Rockwall ISD,,,AGAINST,2136,61,1759,316
Rockwall,1A,PROPOSITION D Rockwall ISD,,,AGAINST,1266,36,1052,178
Rockwall,1B,PROPOSITION D Rockwall ISD,,,AGAINST,2450,48,2045,357
Rockwall,1C,PROPOSITION D Rockwall ISD,,,AGAINST,1935,63,1610,262
Rockwall,1D,PROPOSITION D Rockwall ISD,,,AGAINST,397,12,316,69
Rockwall,1E,PROPOSITION D Rockwall ISD,,,AGAINST,1505,54,1258,193
Rockwall,2,PROPOSITION D Rockwall ISD,,,AGAINST,1800,63,1518,219
Rockwall,2A,PROPOSITION D Rockwall ISD,,,AGAINST,1669,56,1386,227
Rockwall,2B,PROPOSITION D Rockwall ISD,,,AGAINST,882,32,724,126
Rockwall,2C,PROPOSITION D Rockwall ISD,,,AGAINST,791,19,693,79
Rockwall,2D,PROPOSITION D Rockwall ISD,,,AGAINST,1018,28,769,221
Rockwall,2E,PROPOSITION D Rockwall ISD,,,AGAINST,1014,19,769,226
Rockwall,2F,PROPOSITION D Rockwall ISD,,,AGAINST,364,13,303,48
Rockwall,3,PROPOSITION D Rockwall ISD,,,AGAINST,1164,21,954,189
Rockwall,3A,PROPOSITION D Rockwall ISD,,,AGAINST,917,22,778,117
Rockwall,3B,PROPOSITION D Rockwall ISD,,,AGAINST,1872,39,1568,265
Rockwall,3C,PROPOSITION D Rockwall ISD,,,AGAINST,1778,50,1548,180
Rockwall,3D,PROPOSITION D Rockwall ISD,,,AGAINST,2707,65,2250,392
Rockwall,3E,PROPOSITION D Rockwall ISD,,,AGAINST,1589,28,1405,156
Rockwall,4,PROPOSITION D Rockwall ISD,,,AGAINST,665,18,561,86
Rockwall,4A,PROPOSITION D Rockwall ISD,,,AGAINST,593,15,499,79
Rockwall,4D,PROPOSITION D Rockwall ISD,,,AGAINST,754,19,628,107
Rockwall,4E,PROPOSITION D Rockwall ISD,,,AGAINST,397,9,322,66
Rockwall,4F,PROPOSITION D Rockwall ISD,,,AGAINST,40,1,28,11
Rockwall,1,PROPOSITION D Rockwall ISD,,,FOR,1425,43,1226,156
Rockwall,1A,PROPOSITION D Rockwall ISD,,,FOR,678,29,557,92
Rockwall,1B,PROPOSITION D Rockwall ISD,,,FOR,1694,41,1441,212
Rockwall,1C,PROPOSITION D Rockwall ISD,,,FOR,1353,38,1118,197
Rockwall,1D,PROPOSITION D Rockwall ISD,,,FOR,237,3,183,51
Rockwall,1E,PROPOSITION D Rockwall ISD,,,FOR,878,45,716,117
Rockwall,2,PROPOSITION D Rockwall ISD,,,FOR,1227,68,1037,122
Rockwall,2A,PROPOSITION D Rockwall ISD,,,FOR,1048,51,881,116
Rockwall,2B,PROPOSITION D Rockwall ISD,,,FOR,464,18,376,70
Rockwall,2C,PROPOSITION D Rockwall ISD,,,FOR,519,18,454,47
Rockwall,2D,PROPOSITION D Rockwall ISD,,,FOR,694,36,523,135
Rockwall,2E,PROPOSITION D Rockwall ISD,,,FOR,640,15,450,175
Rockwall,2F,PROPOSITION D Rockwall ISD,,,FOR,327,26,266,35
Rockwall,3,PROPOSITION D Rockwall ISD,,,FOR,678,16,549,113
Rockwall,3A,PROPOSITION D Rockwall ISD,,,FOR,399,10,340,49
Rockwall,3B,PROPOSITION D Rockwall ISD,,,FOR,1280,42,1073,165
Rockwall,3C,PROPOSITION D Rockwall ISD,,,FOR,1166,27,1047,92
Rockwall,3D,PROPOSITION D Rockwall ISD,,,FOR,1334,35,1121,178
Rockwall,3E,PROPOSITION D Rockwall ISD,,,FOR,923,18,818,87
Rockwall,4,PROPOSITION D Rockwall ISD,,,FOR,353,5,308,40
Rockwall,4A,PROPOSITION D Rockwall ISD,,,FOR,448,10,392,46
Rockwall,4D,PROPOSITION D Rockwall ISD,,,FOR,559,12,466,81
Rockwall,4E,PROPOSITION D Rockwall ISD,,,FOR,286,3,231,52
Rockwall,4F,PROPOSITION D Rockwall ISD,,,FOR,14,0,14,0
Rockwall,1,President,,LIB,Chase Oliver/Mike ter Maat,30,1,24,5
Rockwall,1A,President,,LIB,Chase Oliver/Mike ter Maat,13,0,10,3
Rockwall,1B,President,,LIB,Chase Oliver/Mike ter Maat,20,0,14,6
Rockwall,1C,President,,LIB,Chase Oliver/Mike ter Maat,25,2,14,9
Rockwall,1D,President,,LIB,Chase Oliver/Mike ter Maat,8,1,5,2
Rockwall,1E,President,,LIB,Chase Oliver/Mike ter Maat,10,0,9,1
Rockwall,2,President,,LIB,Chase Oliver/Mike ter Maat,19,0,14,5
Rockwall,2A,President,,LIB,Chase Oliver/Mike ter Maat,17,1,8,8
Rockwall,2B,President,,LIB,Chase Oliver/Mike ter Maat,5,0,4,1
Rockwall,2C,President,,LIB,Chase Oliver/Mike ter Maat,5,0,3,2
Rockwall,2D,President,,LIB,Chase Oliver/Mike ter Maat,17,0,9,8
Rockwall,2E,President,,LIB,Chase Oliver/Mike ter Maat,9,0,6,3
Rockwall,2F,President,,LIB,Chase Oliver/Mike ter Maat,5,0,2,3
Rockwall,3,President,,LIB,Chase Oliver/Mike ter Maat,14,0,11,3
Rockwall,3A,President,,LIB,Chase Oliver/Mike ter Maat,13,0,4,9
Rockwall,3B,President,,LIB,Chase Oliver/Mike ter Maat,25,2,20,3
Rockwall,3C,President,,LIB,Chase Oliver/Mike ter Maat,14,0,10,4
Rockwall,3D,President,,LIB,Chase Oliver/Mike ter Maat,17,1,11,5
Rockwall,3E,President,,LIB,Chase Oliver/Mike ter Maat,12,1,10,1
Rockwall,4,President,,LIB,Chase Oliver/Mike ter Maat,8,1,5,2
Rockwall,4A,President,,LIB,Chase Oliver/Mike ter Maat,21,0,10,11
Rockwall,4B,President,,LIB,Chase Oliver/Mike ter Maat,14,0,9,5
Rockwall,4C,President,,LIB,Chase Oliver/Mike ter Maat,20,0,10,10
Rockwall,4D,President,,LIB,Chase Oliver/Mike ter Maat,20,0,8,12
Rockwall,4E,President,,LIB,Chase Oliver/Mike ter Maat,12,1,5,6
Rockwall,4F,President,,LIB,Chase Oliver/Mike ter Maat,1,0,1,0
Rockwall,1,President,,REP,Donald J. Trump/JD Vance,2506,85,2090,331
Rockwall,1A,President,,REP,Donald J. Trump/JD Vance,1219,41,1032,146
Rockwall,1B,President,,REP,Donald J. Trump/JD Vance,3006,69,2538,399
Rockwall,1C,President,,REP,Donald J. Trump/JD Vance,2384,76,1991,317
Rockwall,1D,President,,REP,Donald J. Trump/JD Vance,401,13,310,78
Rockwall,1E,President,,REP,Donald J. Trump/JD Vance,1815,65,1532,218
Rockwall,2,President,,REP,Donald J. Trump/JD Vance,2129,93,1803,233
Rockwall,2A,President,,REP,Donald J. Trump/JD Vance,1991,83,1675,233
Rockwall,2B,President,,REP,Donald J. Trump/JD Vance,829,27,686,116
Rockwall,2C,President,,REP,Donald J. Trump/JD Vance,1014,18,900,96
Rockwall,2D,President,,REP,Donald J. Trump/JD Vance,1018,48,761,209
Rockwall,2E,President,,REP,Donald J. Trump/JD Vance,933,17,671,245
Rockwall,2F,President,,REP,Donald J. Trump/JD Vance,477,21,410,46
Rockwall,3,President,,REP,Donald J. Trump/JD Vance,1236,46,968,222
Rockwall,3A,President,,REP,Donald J. Trump/JD Vance,2209,60,1909,240
Rockwall,3B,President,,REP,Donald J. Trump/JD Vance,2299,63,1931,305
Rockwall,3C,President,,REP,Donald J. Trump/JD Vance,2372,65,2105,202
Rockwall,3D,President,,REP,Donald J. Trump/JD Vance,3125,88,2607,430
Rockwall,3E,President,,REP,Donald J. Trump/JD Vance,1891,30,1676,185
Rockwall,4,President,,REP,Donald J. Trump/JD Vance,1276,38,1069,169
Rockwall,4A,President,,REP,Donald J. Trump/JD Vance,2187,48,1861,278
Rockwall,4B,President,,REP,Donald J. Trump/JD Vance,1952,32,1540,380
Rockwall,4C,President,,REP,Donald J. Trump/JD Vance,2119,58,1733,328
Rockwall,4D,President,,REP,Donald J. Trump/JD Vance,1492,34,1248,210
Rockwall,4E,President,,REP,Donald J. Trump/JD Vance,1353,39,1124,190
Rockwall,4F,President,,REP,Donald J. Trump/JD Vance,309,6,261,42
Rockwall,1,President,,GRN,Jill Stein/Rudolph Ware,18,2,15,1
Rockwall,1A,President,,GRN,Jill Stein/Rudolph Ware,7,0,3,4
Rockwall,1B,President,,GRN,Jill Stein/Rudolph Ware,19,0,12,7
Rockwall,1C,President,,GRN,Jill Stein/Rudolph Ware,14,0,11,3
Rockwall,1D,President,,GRN,Jill Stein/Rudolph Ware,6,0,5,1
Rockwall,1E,President,,GRN,Jill Stein/Rudolph Ware,3,0,3,0
Rockwall,2,President,,GRN,Jill Stein/Rudolph Ware,7,0,4,3
Rockwall,2A,President,,GRN,Jill Stein/Rudolph Ware,9,0,5,4
Rockwall,2B,President,,GRN,Jill Stein/Rudolph Ware,4,0,2,2
Rockwall,2C,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
Rockwall,2D,President,,GRN,Jill Stein/Rudolph Ware,15,1,8,6
Rockwall,2E,President,,GRN,Jill Stein/Rudolph Ware,11,1,8,2
Rockwall,2F,President,,GRN,Jill Stein/Rudolph Ware,4,0,3,1
Rockwall,3,President,,GRN,Jill Stein/Rudolph Ware,9,1,6,2
Rockwall,3A,President,,GRN,Jill Stein/Rudolph Ware,3,0,2,1
Rockwall,3B,President,,GRN,Jill Stein/Rudolph Ware,10,1,6,3
Rockwall,3C,President,,GRN,Jill Stein/Rudolph Ware,11,0,9,2
Rockwall,3D,President,,GRN,Jill Stein/Rudolph Ware,12,0,10,2
Rockwall,3E,President,,GRN,Jill Stein/Rudolph Ware,10,1,5,4
Rockwall,4,President,,GRN,Jill Stein/Rudolph Ware,9,0,7,2
Rockwall,4A,President,,GRN,Jill Stein/Rudolph Ware,15,0,10,5
Rockwall,4B,President,,GRN,Jill Stein/Rudolph Ware,13,0,8,5
Rockwall,4C,President,,GRN,Jill Stein/Rudolph Ware,10,0,9,1
Rockwall,4D,President,,GRN,Jill Stein/Rudolph Ware,9,1,4,4
Rockwall,4E,President,,GRN,Jill Stein/Rudolph Ware,12,1,8,3
Rockwall,4F,President,,GRN,Jill Stein/Rudolph Ware,3,0,3,0
Rockwall,1,President,,DEM,Kamala D. Harris/Tim Walz,1050,55,860,135
Rockwall,1A,President,,DEM,Kamala D. Harris/Tim Walz,765,46,594,125
Rockwall,1B,President,,DEM,Kamala D. Harris/Tim Walz,1138,48,932,158
Rockwall,1C,President,,DEM,Kamala D. Harris/Tim Walz,936,58,737,141
Rockwall,1D,President,,DEM,Kamala D. Harris/Tim Walz,241,8,191,42
Rockwall,1E,President,,DEM,Kamala D. Harris/Tim Walz,589,50,444,95
Rockwall,2,President,,DEM,Kamala D. Harris/Tim Walz,937,75,761,101
Rockwall,2A,President,,DEM,Kamala D. Harris/Tim Walz,784,64,619,101
Rockwall,2B,President,,DEM,Kamala D. Harris/Tim Walz,533,28,429,76
Rockwall,2C,President,,DEM,Kamala D. Harris/Tim Walz,295,23,243,29
Rockwall,2D,President,,DEM,Kamala D. Harris/Tim Walz,706,40,524,142
Rockwall,2E,President,,DEM,Kamala D. Harris/Tim Walz,741,29,552,160
Rockwall,2F,President,,DEM,Kamala D. Harris/Tim Walz,237,29,174,34
Rockwall,3,President,,DEM,Kamala D. Harris/Tim Walz,647,31,533,83
Rockwall,3A,President,,DEM,Kamala D. Harris/Tim Walz,579,29,444,106
Rockwall,3B,President,,DEM,Kamala D. Harris/Tim Walz,883,47,711,125
Rockwall,3C,President,,DEM,Kamala D. Harris/Tim Walz,574,32,481,61
Rockwall,3D,President,,DEM,Kamala D. Harris/Tim Walz,938,40,761,137
Rockwall,3E,President,,DEM,Kamala D. Harris/Tim Walz,628,28,549,51
Rockwall,4,President,,DEM,Kamala D. Harris/Tim Walz,557,32,450,75
Rockwall,4A,President,,DEM,Kamala D. Harris/Tim Walz,1092,41,911,140
Rockwall,4B,President,,DEM,Kamala D. Harris/Tim Walz,922,27,711,184
Rockwall,4C,President,,DEM,Kamala D. Harris/Tim Walz,876,40,684,152
Rockwall,4D,President,,DEM,Kamala D. Harris/Tim Walz,803,32,672,99
Rockwall,4E,President,,DEM,Kamala D. Harris/Tim Walz,571,21,455,95
Rockwall,4F,President,,DEM,Kamala D. Harris/Tim Walz,70,2,49,19
Rockwall,1,President,,,Write-in,24,0,19,5
Rockwall,1A,President,,,Write-in,5,0,4,1
Rockwall,1B,President,,,Write-in,22,0,16,6
Rockwall,1C,President,,,Write-in,21,0,19,2
Rockwall,1D,President,,,Write-in,3,0,2,1
Rockwall,1E,President,,,Write-in,9,0,8,1
Rockwall,2,President,,,Write-in,15,0,8,7
Rockwall,2A,President,,,Write-in,7,0,6,1
Rockwall,2B,President,,,Write-in,3,0,2,1
Rockwall,2C,President,,,Write-in,3,0,2,1
Rockwall,2D,President,,,Write-in,4,0,3,1
Rockwall,2E,President,,,Write-in,8,0,4,4
Rockwall,2F,President,,,Write-in,2,1,0,1
Rockwall,3,President,,,Write-in,7,0,4,3
Rockwall,3A,President,,,Write-in,11,0,8,3
Rockwall,3B,President,,,Write-in,12,0,10,2
Rockwall,3C,President,,,Write-in,14,0,9,5
Rockwall,3D,President,,,Write-in,21,0,16,5
Rockwall,3E,President,,,Write-in,18,1,13,4
Rockwall,4,President,,,Write-in,4,1,1,2
Rockwall,4A,President,,,Write-in,10,0,8,2
Rockwall,4B,President,,,Write-in,5,0,3,2
Rockwall,4C,President,,,Write-in,11,0,5,6
Rockwall,4D,President,,,Write-in,12,0,7,5
Rockwall,4E,President,,,Write-in,11,0,10,1
Rockwall,4F,President,,,Write-in,0,0,0,0
Rockwall,1,Presiding Judge,,REP,David J. Schenck,2587,81,2178,328
Rockwall,1A,Presiding Judge,,REP,David J. Schenck,1261,45,1061,155
Rockwall,1B,Presiding Judge,,REP,David J. Schenck,3093,70,2613,410
Rockwall,1C,Presiding Judge,,REP,David J. Schenck,2452,75,2042,335
Rockwall,1D,Presiding Judge,,REP,David J. Schenck,400,12,314,74
Rockwall,1E,Presiding Judge,,REP,David J. Schenck,1875,66,1584,225
Rockwall,2,Presiding Judge,,REP,David J. Schenck,2177,89,1846,242
Rockwall,2A,Presiding Judge,,REP,David J. Schenck,2013,84,1693,236
Rockwall,2B,Presiding Judge,,REP,David J. Schenck,847,31,697,119
Rockwall,2C,Presiding Judge,,REP,David J. Schenck,1062,18,946,98
Rockwall,2D,Presiding Judge,,REP,David J. Schenck,1000,44,752,204
Rockwall,2E,Presiding Judge,,REP,David J. Schenck,933,15,675,243
Rockwall,2F,Presiding Judge,,REP,David J. Schenck,487,23,415,49
Rockwall,3,Presiding Judge,,REP,David J. Schenck,1254,46,996,212
Rockwall,3A,Presiding Judge,,REP,David J. Schenck,2208,56,1909,243
Rockwall,3B,Presiding Judge,,REP,David J. Schenck,2338,58,1978,302
Rockwall,3C,Presiding Judge,,REP,David J. Schenck,2432,60,2169,203
Rockwall,3D,Presiding Judge,,REP,David J. Schenck,3188,89,2668,431
Rockwall,3E,Presiding Judge,,REP,David J. Schenck,1946,34,1724,188
Rockwall,4,Presiding Judge,,REP,David J. Schenck,1268,39,1071,158
Rockwall,4A,Presiding Judge,,REP,David J. Schenck,2190,45,1871,274
Rockwall,4B,Presiding Judge,,REP,David J. Schenck,1925,31,1549,345
Rockwall,4C,Presiding Judge,,REP,David J. Schenck,2143,57,1751,335
Rockwall,4D,Presiding Judge,,REP,David J. Schenck,1537,36,1288,213
Rockwall,4E,Presiding Judge,,REP,David J. Schenck,1352,37,1126,189
Rockwall,4F,Presiding Judge,,REP,David J. Schenck,308,6,260,42
Rockwall,1,Presiding Judge,,DEM,Holly Taylor,966,47,784,135
Rockwall,1A,Presiding Judge,,DEM,Holly Taylor,732,38,574,120
Rockwall,1B,Presiding Judge,,DEM,Holly Taylor,1049,42,853,154
Rockwall,1C,Presiding Judge,,DEM,Holly Taylor,848,53,679,116
Rockwall,1D,Presiding Judge,,DEM,Holly Taylor,248,8,197,43
Rockwall,1E,Presiding Judge,,DEM,Holly Taylor,511,39,385,87
Rockwall,2,Presiding Judge,,DEM,Holly Taylor,870,64,708,98
Rockwall,2A,Presiding Judge,,DEM,Holly Taylor,738,53,582,103
Rockwall,2B,Presiding Judge,,DEM,Holly Taylor,510,25,408,77
Rockwall,2C,Presiding Judge,,DEM,Holly Taylor,252,23,199,30
Rockwall,2D,Presiding Judge,,DEM,Holly Taylor,718,36,529,153
Rockwall,2E,Presiding Judge,,DEM,Holly Taylor,728,28,536,164
Rockwall,2F,Presiding Judge,,DEM,Holly Taylor,228,26,165,37
Rockwall,3,Presiding Judge,,DEM,Holly Taylor,630,31,508,91
Rockwall,3A,Presiding Judge,,DEM,Holly Taylor,560,28,425,107
Rockwall,3B,Presiding Judge,,DEM,Holly Taylor,843,47,676,120
Rockwall,3C,Presiding Judge,,DEM,Holly Taylor,509,29,421,59
Rockwall,3D,Presiding Judge,,DEM,Holly Taylor,858,31,695,132
Rockwall,3E,Presiding Judge,,DEM,Holly Taylor,560,26,479,55
Rockwall,4,Presiding Judge,,DEM,Holly Taylor,545,30,436,79
Rockwall,4A,Presiding Judge,,DEM,Holly Taylor,1088,36,900,152
Rockwall,4B,Presiding Judge,,DEM,Holly Taylor,944,26,705,213
Rockwall,4C,Presiding Judge,,DEM,Holly Taylor,863,40,666,157
Rockwall,4D,Presiding Judge,,DEM,Holly Taylor,770,27,631,112
Rockwall,4E,Presiding Judge,,DEM,Holly Taylor,576,20,457,99
Rockwall,4F,Presiding Judge,,DEM,Holly Taylor,70,2,52,16
Rockwall,2C,Proposition A City of Heath,,,AGAINST,220,6,192,22
Rockwall,3C,Proposition A City of Heath,,,AGAINST,521,15,446,60
Rockwall,3E,Proposition A City of Heath,,,AGAINST,422,4,377,41
Rockwall,2C,Proposition A City of Heath,,,FOR,1073,31,938,104
Rockwall,3C,Proposition A City of Heath,,,FOR,2336,63,2071,202
Rockwall,3E,Proposition A City of Heath,,,FOR,2031,42,1799,190
Rockwall,1,Railroad Commissioner,,REP,Christi Craddick,2522,79,2132,311
Rockwall,1A,Railroad Commissioner,,REP,Christi Craddick,1225,43,1036,146
Rockwall,1B,Railroad Commissioner,,REP,Christi Craddick,3029,70,2564,395
Rockwall,1C,Railroad Commissioner,,REP,Christi Craddick,2400,74,1998,328
